"城市","性别","出生年份","受教育水平","全年总收入","全年职业.劳动收入","政治面貌","住房面积","房屋产权","拥有房产数","身高","体重","户口","每周工作时间","家庭全年总收入","家庭房产数","婚姻状况","第一次结婚年份","父亲受教育程度","母亲受教育程度","结婚年龄","是否入党"
"河北省","女",1978,"大学本科（成人高等教育）","40000","40000","群众",100,"是",1,157,115,"非农业户口",40,"80000",1,"初婚有配偶",2001,"小学","小学",23,0
"河北省","女",1966,"普通高中","5000","5000","群众",285,"否",0,154,104,"农业户口",56,"40000",1,"初婚有配偶",1990,"初中","没有受过任何教育",24,0
"河北省","女",1965,"初中","3000","3000","群众",98,"否",0,152,150,"农业户口",0,"10000",1,"初婚有配偶",1993,"小学","没有受过任何教育",28,0
"河北省","女",1975,"初中","40000","40000","群众",171,"否",0,160,120,"农业户口",56,"50000",1,"初婚有配偶",1997,"小学","没有受过任何教育",22,0
"河北省","女",1974,"初中","30000","30000","群众",126,"否",0,160,180,"农业户口",84,"50000",2,"初婚有配偶",1995,"初中","没有受过任何教育",21,0
"河北省","女",1964,"小学","10000","10000","群众",98,"否",0,162,120,"农业户口",0,"30000",1,"初婚有配偶",1987,"没有受过任何教育","没有受过任何教育",23,0
"河北省","女",1959,"初中","0","0","群众",248,"否",0,155,136,"农业户口",0,"50000",2,"初婚有配偶",1981,"初中","小学",22,0
"河北省","女",1965,"小学","0","0","群众",90,"否",0,150,140,"农业户口",0,"200000",1,"初婚有配偶",1983,"初中","初中",18,0
"河北省","男",1991,"大学专科（正规高等教育）","30000","30000","群众",110,"是",1,165,128,"农业户口",45,"80000",1,"初婚有配偶",2012,"小学","小学",21,0
"河北省","女",1949,"初中","7000","6000","群众",90,"否",0,164,153,"农业户口",0,"20000",1,"初婚有配偶",1977,"普通高中","私塾、扫盲班",28,0
"河北省","女",1983,"大学本科（正规高等教育）","50000","50000","群众",110,"否",0,158,105,"非农业户口",40,"100000",0,"初婚有配偶",2010,"普通高中","普通高中",27,0
"河北省","男",1982,"初中","30000","30000","群众",80,"是",1,172,150,"农业户口",84,"40000",1,"初婚有配偶",2005,"初中","小学",23,0
"河北省","男",1983,"初中","15000","15000","群众",75,"否",0,170,110,"居民户口（以前是非农业户口）",0,"25000",1,"初婚有配偶",2008,"初中","小学",25,0
"河北省","女",1970,"小学","0","0","群众",200,"否",0,150,120,"农业户口",60,"30000",1,"初婚有配偶",1991,"小学","没有受过任何教育",21,0
"河北省","男",1970,"初中","80000","80000","群众",120,"是",1,165,110,"农业户口",0,"100000",1,"初婚有配偶",1991,"没有受过任何教育","私塾、扫盲班",21,0
"河北省","女",1962,"小学","2000","2000","群众",134,"否",0,150,115,"农业户口",42,"10000",1,"初婚有配偶",1985,"没有受过任何教育","没有受过任何教育",23,0
"河北省","女",1988,"大学本科（正规高等教育）","0","0","群众",60,"否",0,160,112,"非农业户口",0,"20000",1,"初婚有配偶",2011,"不知道","没有受过任何教育",23,0
"河北省","女",1977,"初中","0","0","群众",145,"否",0,155,105,"农业户口",25,"40000",1,"初婚有配偶",2000,"小学","普通高中",23,0
"河北省","女",1961,"没有受过任何教育","5000","5000","群众",120,"否",0,159,110,"农业户口",70,"10000",2,"初婚有配偶",1981,"没有受过任何教育","没有受过任何教育",20,0
"河北省","女",1987,"初中","25000","25000","群众",83,"否",0,169,130,"农业户口",49,"70000",3,"初婚有配偶",2008,"初中","小学",21,0
"河北省","男",1954,"初中","30000","30000","群众",180,"否",0,165,120,"非农业户口",6,"32000",1,"初婚有配偶",1980,"不知道","小学",26,0
"河北省","女",1982,"初中","30000","30000","群众",30,"是",1,155,110,"农业户口",84,"80000",1,"初婚有配偶",2004,"小学","小学",22,0
"河北省","女",1976,"初中","10000","10000","群众",90,"否",0,160,120,"农业户口",56,"30000",1,"初婚有配偶",2000,"没有受过任何教育","小学",24,0
"河北省","女",1963,"小学","1000","1000","群众",90,"否",0,160,110,"农业户口",0,"20000",1,"初婚有配偶",1986,"没有受过任何教育","没有受过任何教育",23,0
"河北省","女",1988,"大学本科（正规高等教育）","0","0","群众",60,"否",0,167,140,"居民户口（以前是农业户口）",0,"80000",2,"初婚有配偶",2012,"小学","小学",24,0
"河北省","女",1988,"大学专科（正规高等教育）","20000","20000","群众",80,"否",0,152,116,"非农业户口",56,"30000",1,"初婚有配偶",2013,"普通高中","初中",25,0
"河北省","女",1966,"小学","5000","5000","群众",160,"否",0,155,130,"农业户口",56,"20000",1,"初婚有配偶",1987,"小学","没有受过任何教育",21,0
"河北省","女",1939,"其他","45600","0","共产党员",120,"是",1,164,140,"非农业户口",0,"95000",3,"初婚有配偶",1966,"小学","没有受过任何教育",27,0
"河北省","男",1955,"小学","0","0","群众",288,"否",0,167,120,"农业户口",0,"4800",1,"初婚有配偶",1974,"私塾、扫盲班","没有受过任何教育",19,0
"河北省","女",1970,"小学","2000","2000","群众",140,"否",0,163,150,"农业户口",42,"10000",1,"初婚有配偶",1991,"没有受过任何教育","没有受过任何教育",21,0
"河北省","女",1966,"小学","5000","5000","群众",80,"否",0,165,160,"农业户口",0,"5000",1,"初婚有配偶",1986,"没有受过任何教育","没有受过任何教育",20,0
"河北省","女",1981,"初中","不适用","不适用","群众",220,"否",0,158,120,"农业户口",40,"25000",1,"初婚有配偶",2006,"小学","初中",25,0
"河北省","女",1959,"小学","4000","4000","群众",100,"否",0,165,135,"农业户口",0,"5000",1,"初婚有配偶",1967,"没有受过任何教育","没有受过任何教育",8,0
"河北省","女",1959,"初中","0","0","群众",120,"否",0,160,120,"农业户口",0,"0",1,"初婚有配偶",1981,"没有受过任何教育","没有受过任何教育",22,0
"河北省","女",1986,"初中","不适用","不适用","群众",200,"否",0,155,140,"农业户口",0,"30000",1,"初婚有配偶",2007,"初中","普通高中",21,0
"河北省","女",1956,"小学","1000","1000","群众",90,"否",0,165,110,"农业户口",0,"30000",1,"初婚有配偶",1978,"小学","没有受过任何教育",22,0
"河北省","女",1951,"小学","0","0","群众",70,"否",0,160,115,"农业户口",0,"不知道",2,"初婚有配偶",1972,"没有受过任何教育","没有受过任何教育",21,0
"河北省","女",1957,"没有受过任何教育","10000","10000","群众",130,"否",0,163,130,"农业户口",0,"60000",2,"丧偶",1979,"其他","没有受过任何教育",22,0
"河北省","男",1956,"初中","9000","8000","共产党员",105,"否",0,167,120,"农业户口",10,"15000",0,"初婚有配偶",1981,"没有受过任何教育","没有受过任何教育",25,0
"河北省","女",1967,"小学","6000","6000","群众",120,"否",0,148,130,"农业户口",42,"20000",1,"初婚有配偶",1990,"没有受过任何教育","没有受过任何教育",23,0
"河北省","女",1956,"没有受过任何教育","1000","1000","群众",9998,"否",0,160,170,"农业户口",6,"不知道",1,"初婚有配偶",1979,"没有受过任何教育","没有受过任何教育",23,0
"河北省","女",1996,"初中","0","0","群众",230,"否",0,158,160,"农业户口",46,"55000",1,"初婚有配偶",2014,"小学","小学",18,0
"河北省","女",1974,"初中","20000","20000","群众",100,"否",0,160,100,"农业户口",56,"50000",0,"初婚有配偶",1995,"初中","小学",21,0
"河北省","男",1981,"大学专科（正规高等教育）","20000","20000","群众",96,"否",0,172,150,"居民户口（以前是农业户口）",56,"30000",0,"初婚有配偶",2006,"普通高中","普通高中",25,0
"河北省","女",1987,"大学专科（正规高等教育）","0","0","群众",100,"否",0,165,130,"农业户口",0,"不知道",1,"初婚有配偶",2010,"中专","小学",23,0
"山西省","女",1983,"初中","0","0","群众",150,"否",0,162,120,"农业户口",0,"40000",1,"初婚有配偶",2002,"初中","初中",19,0
"山西省","女",1971,"大学本科（正规高等教育）","100000","100000","群众",60,"是",1,155,95,"非农业户口",40,"200000",1,"初婚有配偶",1997,"普通高中","普通高中",26,0
"山西省","女",1930,"大学本科（正规高等教育）","40000","40000","共产党员",125,"是",1,160,110,"非农业户口",0,"70000",1,"初婚有配偶",1962,"没有受过任何教育","没有受过任何教育",32,0
"山西省","男",1959,"普通高中","20000","20000","群众",100,"否",0,165,155,"农业户口",60,"30000",1,"初婚有配偶",1982,"不知道","不知道",23,0
"山西省","男",1963,"小学","20000","20000","群众",30,"是",1,163,145,"农业户口",0,"15000",1,"初婚有配偶",1977,"小学","没有受过任何教育",14,0
"山西省","女",1975,"大学专科（正规高等教育）","60000","60000","群众",127,"是",1,162,108,"非农业户口",0,"150000",1,"初婚有配偶",1999,"大学专科（成人高等教育）","初中",24,0
"山西省","女",1970,"其他","拒绝回答","拒绝回答","群众",100,"拒绝回答",1,160,130,"非农业户口",40,"拒绝回答",1,"初婚有配偶",1994,"拒绝回答","拒绝回答",24,0
"山西省","女",1972,"初中","0","0","群众",130,"否",0,160,120,"农业户口",20,"6000",0,"初婚有配偶",1993,"小学","小学",21,0
"山西省","女",1973,"普通高中","10000","10000","群众",200,"否",0,160,110,"非农业户口",50,"20000",1,"初婚有配偶",1999,"小学","没有受过任何教育",26,0
"山西省","女",1958,"小学","9000","9000","群众",210,"否",0,156,120,"农业户口",30,"9000",2,"初婚有配偶",1970,"没有受过任何教育","没有受过任何教育",12,0
"山西省","男",1967,"初中","拒绝回答","拒绝回答","群众",90,"否",0,998,998,"农业户口",84,"拒绝回答",99,"初婚有配偶",1997,"拒绝回答","拒绝回答",30,0
"山西省","男",1951,"大学本科（正规高等教育）","120000","120000","共产党员",120,"是",1,175,135,"非农业户口",0,"120000",99,"初婚有配偶",1974,"没有受过任何教育","没有受过任何教育",23,0
"山西省","女",1988,"大学专科（正规高等教育）","0","0","群众",20,"否",0,162,160,"居民户口（以前是农业户口）",0,"30000",2,"初婚有配偶",2014,"初中","初中",26,0
"山西省","男",1985,"普通高中","0","0","群众",120,"否",0,173,125,"农业户口",112,"0",0,"初婚有配偶",2009,"初中","小学",24,0
"山西省","女",1990,"大学专科（正规高等教育）","拒绝回答","拒绝回答","群众",80,"否",0,155,124,"农业户口",38,"80000",0,"初婚有配偶",2014,"普通高中","初中",24,0
"山西省","男",1986,"大学专科（正规高等教育）","60000","60000","群众",70,"否",0,183,180,"非农业户口",56,"100000",1,"初婚有配偶",2011,"初中","普通高中",25,0
"山西省","女",1992,"中专","16800","16800","群众",117,"否",0,160,130,"农业户口",56,"30000",1,"初婚有配偶",2011,"小学","初中",19,0
"山西省","男",1964,"初中","拒绝回答","拒绝回答","群众",90,"是",1,172,120,"农业户口",60,"100000",1,"再婚有配偶",1987,"不知道","不知道",23,0
"山西省","女",1961,"初中","0","0","群众",140,"否",0,150,95,"农业户口",28,"6000",1,"初婚有配偶",1981,"小学","没有受过任何教育",20,0
"山西省","男",1983,"小学","拒绝回答","拒绝回答","群众",120,"否",0,173,130,"农业户口",56,"拒绝回答",1,"初婚有配偶",2011,"没有受过任何教育","没有受过任何教育",28,0
"山西省","女",1964,"初中","50000","50000","群众",30,"是",1,157,100,"农业户口",20,"50000",1,"初婚有配偶",1991,"没有受过任何教育","没有受过任何教育",27,0
"山西省","女",1948,"没有受过任何教育","不知道","0","群众",210,"否",0,150,114,"农业户口",0,"70000",2,"初婚有配偶",1968,"没有受过任何教育","没有受过任何教育",20,0
"山西省","女",1987,"初中","0","0","群众",25,"否",0,160,100,"农业户口",0,"70000",1,"初婚有配偶",2008,"小学","小学",21,0
"山西省","女",1967,"初中","20000","20000","群众",40,"否",0,168,140,"农业户口",50,"50000",0,"初婚有配偶",1992,"小学","小学",25,0
"山西省","女",1957,"初中","拒绝回答","拒绝回答","共产党员",100,"否",0,165,120,"非农业户口",0,"拒绝回答",1,"初婚有配偶",1982,"小学","小学",25,0
"山西省","男",1981,"大学本科（正规高等教育）","36000","36333","群众",100,"否",0,170,170,"居民户口（以前是农业户口）",24,"84000",0,"初婚有配偶",2002,"大学专科（正规高等教育）","小学",21,0
"山西省","女",1974,"中专","50000","50000","群众",126,"否",0,162,130,"非农业户口",40,"100000",2,"初婚有配偶",1995,"初中","小学",21,0
"山西省","女",1987,"职业高中","15000","15000","群众",60,"否",0,160,120,"农业户口",70,"40000",0,"初婚有配偶",2010,"初中","小学",23,0
"山西省","女",1967,"普通高中","不适用","不适用","群众",90,"否",0,158,110,"非农业户口",0,"100000",1,"初婚有配偶",1989,"普通高中","小学",22,0
"山西省","女",1970,"小学","80000","80000","群众",80,"否",0,156,120,"农业户口",70,"80000",2,"初婚有配偶",1990,"私塾、扫盲班","私塾、扫盲班",20,0
"山西省","男",1963,"普通高中","20000","20000","群众",64,"否",0,172,160,"居民户口（以前是非农业户口）",56,"40000",0,"初婚有配偶",1990,"拒绝回答","大学专科（正规高等教育）",27,0
"山西省","女",1983,"小学","不适用","不适用","群众",170,"否",0,160,120,"农业户口",0,"50000",1,"初婚有配偶",2004,"初中","小学",21,0
"山西省","男",1971,"大学本科（正规高等教育）","30000","30000","群众",60,"否",0,170,120,"非农业户口",40,"60000",99,"初婚有配偶",1992,"初中","小学",21,0
"山西省","女",1962,"初中","0","0","群众",100,"否",0,160,130,"非农业户口",0,"30000",1,"初婚有配偶",1984,"初中","没有受过任何教育",22,0
"山西省","女",1935,"中专","0","0","群众",80,"是",1,154,90,"非农业户口",0,"不知道",1,"丧偶",1971,"私塾、扫盲班","没有受过任何教育",36,0
"山西省","男",1983,"大学本科（正规高等教育）","72000","72000","群众",90,"否",0,178,155,"非农业户口",4,"100000",98,"初婚有配偶",1993,"大学本科（成人高等教育）","大学本科（成人高等教育）",10,0
"山西省","女",1951,"小学","6960","0","群众",120,"否",0,156,130,"农业户口",0,"5960",1,"丧偶",1970,"没有受过任何教育","没有受过任何教育",19,0
"山西省","男",1982,"职业高中","100000","60000","群众",256,"否",0,170,160,"农业户口",80,"70000",0,"初婚有配偶",2004,"小学","小学",22,0
"山西省","女",1965,"小学","0","0","群众",80,"是",1,160,135,"居民户口（以前是农业户口）",40,"20000",1,"初婚有配偶",1992,"没有受过任何教育","没有受过任何教育",27,0
"山西省","女",1977,"中专","0","0","群众",100,"否",0,160,120,"农业户口",0,"50000",1,"初婚有配偶",1999,"普通高中","普通高中",22,0
"山西省","女",1976,"小学","10000","10000","群众",170,"否",0,158,123,"居民户口（以前是非农业户口）",0,"100000",2,"初婚有配偶",1996,"小学","小学",20,0
"山西省","女",1978,"大学本科（成人高等教育）","50000","50000","群众",120,"否",0,165,120,"居民户口（以前是农业户口）",0,"100000",1,"初婚有配偶",1999,"私塾、扫盲班","私塾、扫盲班",21,0
"山西省","女",1975,"小学","10000","10000","群众",20,"否",0,149,122,"农业户口",56,"10000",0,"初婚有配偶",1992,"没有受过任何教育","没有受过任何教育",17,0
"山西省","女",1952,"普通高中","20000","0","群众",98,"是",1,160,125,"非农业户口",0,"40000",1,"初婚有配偶",1970,"私塾、扫盲班","没有受过任何教育",18,0
"山西省","女",1965,"大学专科（正规高等教育）","50000","50000","群众",9998,"是",1,172,160,"非农业户口",0,"100000",2,"初婚有配偶",1986,"普通高中","私塾、扫盲班",21,0
"山西省","女",1962,"初中","20000","20000","群众",140,"否",0,163,130,"农业户口",63,"20000",0,"初婚有配偶",1984,"初中","没有受过任何教育",22,0
"山西省","女",1973,"普通高中","23000","20000","群众",100,"否",0,155,120,"居民户口（以前是农业户口）",50,"80000",2,"初婚有配偶",1995,"不知道","没有受过任何教育",22,0
"山西省","男",1973,"小学","50000","50000","群众",20,"是",1,172,130,"农业户口",84,"70000",1,"初婚有配偶",1992,"小学","小学",19,0
"山西省","男",1957,"普通高中","0","0","群众",100,"是",1,162,98,"非农业户口",0,"30000",1,"初婚有配偶",1979,"没有受过任何教育","私塾、扫盲班",22,0
"山西省","男",1944,"中专","30000","30000","群众",132,"否",0,173,160,"非农业户口",0,"30000",1,"初婚有配偶",1964,"小学","没有受过任何教育",20,0
"山西省","男",1975,"初中","40000","40000","群众",20,"否",0,163,145,"农业户口",70,"40000",0,"初婚有配偶",1999,"没有受过任何教育","没有受过任何教育",24,0
"山西省","女",1956,"普通高中","拒绝回答","拒绝回答","群众",95,"是",1,160,112,"非农业户口",0,"拒绝回答",1,"初婚有配偶",1982,"大学本科（正规高等教育）","初中",26,0
"山西省","男",1962,"初中","33000","33000","群众",20,"是",1,170,120,"农业户口",40,"33000",1,"初婚有配偶",1982,"私塾、扫盲班","没有受过任何教育",20,0
"山西省","男",1976,"初中","40000","40000","群众",400,"否",0,173,120,"农业户口",64,"不知道",1,"初婚有配偶",2001,"初中","小学",25,0
"山西省","男",1974,"大学本科（正规高等教育）","47000","47000","群众",40,"是",1,172,150,"非农业户口",56,"80000",2,"初婚有配偶",2000,"小学","中专",26,0
"山西省","女",1967,"没有受过任何教育","0","0","群众",80,"否",0,160,110,"农业户口",0,"30000",1,"初婚有配偶",1987,"小学","小学",20,0
"山西省","女",1991,"初中","不知道","不适用","群众",9998,"是",1,160,999,"农业户口",0,"不知道",1,"初婚有配偶",2013,"初中","初中",22,0
"山西省","女",1949,"中专","42000","0","群众",70,"否",0,150,106,"非农业户口",0,"80000",0,"初婚有配偶",1970,"初中","没有受过任何教育",21,0
"山西省","女",1964,"小学","2000","2000","群众",9998,"否",0,161,130,"农业户口",0,"20000",1,"初婚有配偶",1983,"小学","小学",19,0
"山西省","男",1980,"初中","30000","30000","群众",150,"否",0,175,120,"农业户口",70,"30000",0,"初婚有配偶",2005,"没有受过任何教育","没有受过任何教育",25,0
"山西省","女",1953,"初中","2400","2400","群众",20,"否",0,170,120,"农业户口",21,"20000",0,"初婚有配偶",1970,"没有受过任何教育","没有受过任何教育",17,0
"山西省","男",1959,"小学","0","0","群众",30,"否",0,176,140,"居民户口（以前是非农业户口）",0,"拒绝回答",1,"初婚有配偶",1995,"不知道","不知道",36,0
"山西省","女",1987,"大学专科（正规高等教育）","10000","10000","群众",150,"否",0,156,90,"非农业户口",64,"50000",1,"初婚有配偶",2014,"普通高中","初中",27,0
"山西省","男",1969,"普通高中","20000","20000","群众",9998,"否",0,173,118,"农业户口",48,"20000",0,"初婚有配偶",1993,"初中","初中",24,0
"山西省","男",1990,"初中","40000","40000","群众",200,"否",0,170,112,"农业户口",84,"60000",1,"初婚有配偶",2014,"小学","小学",24,0
"山西省","女",1973,"小学","50000","50000","群众",110,"否",0,159,125,"农业户口",60,"100000",1,"初婚有配偶",1995,"没有受过任何教育","没有受过任何教育",22,0
"山西省","女",1957,"初中","24000","24000","群众",60,"否",0,162,145,"非农业户口",0,"72000",2,"初婚有配偶",1974,"小学","没有受过任何教育",17,0
"山西省","男",1958,"小学","不知道","不知道","群众",80,"是",1,170,125,"农业户口",21,"不知道",1,"初婚有配偶",1978,"没有受过任何教育","没有受过任何教育",20,0
"山西省","女",1969,"普通高中","0","0","群众",130,"否",0,168,130,"居民户口（以前是非农业户口）",0,"不知道",1,"初婚有配偶",1990,"初中","小学",21,0
"山西省","女",1977,"普通高中","拒绝回答","拒绝回答","群众",90,"否",0,160,98,"非农业户口",40,"拒绝回答",99,"初婚有配偶",2006,"普通高中","普通高中",29,0
"山西省","女",1947,"小学","0","0","群众",220,"否",0,160,125,"农业户口",4,"不知道",1,"初婚有配偶",1965,"没有受过任何教育","没有受过任何教育",18,0
"山西省","男",1972,"初中","40000","40000","群众",100,"否",0,172,160,"居民户口（以前是农业户口）",998,"拒绝回答",1,"初婚有配偶",2008,"初中","初中",36,0
"山西省","女",1968,"初中","0","0","群众",200,"否",0,168,120,"农业户口",0,"拒绝回答",1,"初婚有配偶",1988,"没有受过任何教育","没有受过任何教育",20,0
"山西省","男",1988,"普通高中","100000","100000","群众",110,"否",0,172,110,"居民户口（以前是农业户口）",40,"拒绝回答",1,"初婚有配偶",2010,"小学","小学",22,0
"山西省","男",1975,"初中","30000","30000","群众",160,"否",0,155,90,"农业户口",84,"30000",0,"初婚有配偶",2000,"初中","小学",25,0
"山西省","女",1968,"初中","不知道","不知道","群众",300,"否",0,155,120,"农业户口",98,"拒绝回答",1,"初婚有配偶",1991,"没有受过任何教育","没有受过任何教育",23,0
"山西省","女",1968,"初中","0","0","群众",140,"否",0,155,122,"农业户口",0,"不知道",1,"初婚有配偶",1990,"没有受过任何教育","没有受过任何教育",22,0
"山西省","男",1967,"初中","0","0","群众",100,"否",0,176,162,"农业户口",0,"0",0,"初婚有配偶",1988,"初中","没有受过任何教育",21,0
"山西省","男",1953,"初中","30000","0","共产党员",105,"是",1,173,128,"非农业户口",0,"60000",1,"初婚有配偶",1981,"没有受过任何教育","没有受过任何教育",28,0
"山西省","男",1958,"初中","30000","30000","群众",27,"否",0,168,160,"居民户口（以前是农业户口）",112,"30000",2,"初婚有配偶",1983,"小学","没有受过任何教育",25,0
"山西省","男",1978,"技校","100000","0","群众",120,"是",1,179,147,"农业户口",0,"100000",1,"离婚",1999,"小学","小学",21,0
"山西省","女",1969,"初中","0","0","群众",200,"否",0,158,107,"农业户口",0,"40000",1,"初婚有配偶",1991,"小学","小学",22,0
"山西省","女",1955,"职业高中","4000","不适用","群众",400,"否",0,160,108,"非农业户口",0,"100000",1,"初婚有配偶",1979,"小学","小学",24,0
"山西省","女",1964,"大学本科（成人高等教育）","拒绝回答","拒绝回答","群众",120,"否",0,160,120,"非农业户口",40,"拒绝回答",1,"初婚有配偶",1987,"小学","小学",23,0
"山西省","女",1963,"普通高中","不适用","不适用","群众",90,"否",0,165,120,"农业户口",0,"50000",1,"初婚有配偶",1982,"没有受过任何教育","小学",19,0
"山西省","女",1946,"初中","0","0","群众",95,"否",0,160,135,"农业户口",0,"30000",1,"初婚有配偶",1968,"小学","小学",22,0
"山西省","女",1970,"初中","3000","3000","群众",200,"否",0,160,120,"农业户口",25,"12000",2,"初婚有配偶",1990,"没有受过任何教育","大学专科（成人高等教育）",20,0
"山西省","女",1990,"大学专科（正规高等教育）","20000","20000","群众",136,"否",0,155,150,"非农业户口",40,"50000",1,"初婚有配偶",2015,"普通高中","大学专科（正规高等教育）",25,0
"山西省","男",1967,"初中","30000","30000","共产党员",150,"是",1,173,150,"农业户口",998,"30000",98,"初婚有配偶",1989,"小学","小学",22,0
"山西省","女",1989,"中专","9000","8000","群众",200,"否",0,158,100,"农业户口",50,"30000",1,"初婚有配偶",2011,"初中","初中",22,0
"山西省","女",1966,"初中","0","0","群众",200,"否",0,160,160,"农业户口",0,"80000",2,"初婚有配偶",1985,"小学","没有受过任何教育",19,0
"山西省","女",1973,"小学","3500","3500","群众",400,"否",0,163,115,"农业户口",0,"20000",1,"初婚有配偶",1998,"没有受过任何教育","小学",25,0
"山西省","男",1974,"普通高中","20000","15000","共产党员",160,"否",0,170,120,"农业户口",40,"30000",1,"初婚有配偶",1995,"小学","小学",21,0
"山西省","女",1990,"大学专科（正规高等教育）","0","0","共青团员",9998,"否",0,160,110,"居民户口（以前是农业户口）",0,"0",1,"初婚有配偶",2016,"小学","小学",26,0
"山西省","女",1952,"没有受过任何教育","0","0","群众",180,"否",0,163,140,"农业户口",0,"1920",1,"初婚有配偶",1972,"没有受过任何教育","没有受过任何教育",20,0
"山西省","女",1970,"初中","0","0","群众",200,"否",0,160,130,"农业户口",0,"100000",1,"初婚有配偶",1989,"不知道","没有受过任何教育",19,0
"山西省","女",1954,"没有受过任何教育","4600","4600","群众",140,"否",0,168,120,"农业户口",0,"4600",1,"初婚有配偶",1976,"没有受过任何教育","没有受过任何教育",22,0
"内蒙古自治区","女",1987,"小学","45000","40000","群众",100,"否",0,159,145,"农业户口",14,"30000",0,"初婚有配偶",2011,"没有受过任何教育","没有受过任何教育",24,0
"内蒙古自治区","女",1940,"没有受过任何教育","10000","不适用","群众",96,"否",0,158,125,"非农业户口",0,"80000",1,"再婚有配偶",1961,"没有受过任何教育","没有受过任何教育",21,0
"内蒙古自治区","女",1948,"初中","0","0","群众",9998,"否",0,998,110,"农业户口",0,"0",1,"丧偶",1957,"没有受过任何教育","没有受过任何教育",9,0
"内蒙古自治区","女",1968,"初中","60000","50000","群众",80,"是",1,160,120,"非农业户口",0,"80000",1,"初婚有配偶",1988,"没有受过任何教育","没有受过任何教育",20,0
"内蒙古自治区","女",1970,"小学","15000","15000","群众",150,"否",0,998,998,"农业户口",120,"30000",1,"初婚有配偶",1992,"没有受过任何教育","没有受过任何教育",22,0
"内蒙古自治区","女",1968,"小学","15000","15000","群众",160,"否",0,162,110,"农业户口",35,"40000",1,"同居",1992,"没有受过任何教育","没有受过任何教育",24,0
"内蒙古自治区","女",1957,"小学","12000","12000","群众",90,"否",0,162,120,"农业户口",70,"12000",1,"丧偶",1979,"没有受过任何教育","小学",22,0
"内蒙古自治区","女",1955,"小学","10000","10000","群众",179,"否",0,156,158,"农业户口",0,"20000",1,"初婚有配偶",1975,"没有受过任何教育","小学",20,0
"内蒙古自治区","女",1984,"大学本科（成人高等教育）","30000","30000","群众",82,"否",0,168,135,"非农业户口",60,"40000",1,"初婚有配偶",2016,"小学","初中",32,0
"内蒙古自治区","女",1984,"小学","0","0","群众",90,"是",1,163,160,"农业户口",0,"50000",1,"初婚有配偶",2007,"小学","没有受过任何教育",23,0
"内蒙古自治区","女",1976,"初中","3000","3000","群众",130,"否",0,158,110,"农业户口",49,"15000",1,"同居",1997,"没有受过任何教育","没有受过任何教育",21,0
"内蒙古自治区","男",1956,"小学","24000","0","群众",96,"否",0,182,175,"农业户口",0,"12000",0,"初婚有配偶",1979,"没有受过任何教育","没有受过任何教育",23,0
"内蒙古自治区","女",1956,"小学","4000","4000","群众",30,"否",0,162,130,"农业户口",0,"7500",1,"再婚有配偶",1975,"没有受过任何教育","没有受过任何教育",19,0
"内蒙古自治区","男",1947,"小学","28800","0","群众",600,"否",0,172,120,"非农业户口",0,"50000",1,"初婚有配偶",1971,"没有受过任何教育","没有受过任何教育",24,0
"内蒙古自治区","女",1950,"初中","30000","30000","群众",170,"否",0,169,140,"非农业户口",0,"120000",1,"初婚有配偶",1968,"私塾、扫盲班","没有受过任何教育",18,0
"内蒙古自治区","女",1973,"没有受过任何教育","0","0","群众",9998,"否",0,150,130,"农业户口",0,"20000",1,"初婚有配偶",1992,"没有受过任何教育","没有受过任何教育",19,0
"内蒙古自治区","女",1939,"普通高中","10000","不适用","群众",130,"否",0,162,120,"非农业户口",0,"70000",1,"初婚有配偶",1962,"小学","没有受过任何教育",23,0
"内蒙古自治区","女",1987,"小学","0","0","群众",100,"否",0,167,90,"农业户口",0,"20000",1,"初婚有配偶",2007,"没有受过任何教育","没有受过任何教育",20,0
"内蒙古自治区","女",1952,"小学","40000","30000","群众",113,"是",1,159,98,"农业户口",0,"40000",1,"初婚有配偶",1969,"没有受过任何教育","没有受过任何教育",17,0
"内蒙古自治区","女",1938,"没有受过任何教育","不适用","不适用","群众",200,"否",0,156,80,"农业户口",0,"不适用",98,"初婚有配偶",1957,"没有受过任何教育","没有受过任何教育",19,0
"内蒙古自治区","男",1981,"初中","8000","8000","群众",150,"否",0,998,150,"农业户口",8,"12000",1,"同居",2008,"小学","没有受过任何教育",27,0
"内蒙古自治区","女",1978,"初中","0","0","群众",47,"否",0,158,126,"农业户口",21,"40000",0,"初婚有配偶",2000,"小学","小学",22,0
"内蒙古自治区","女",1983,"初中","0","0","群众",100,"否",0,158,105,"农业户口",56,"50000",1,"初婚有配偶",2004,"小学","没有受过任何教育",21,0
"内蒙古自治区","女",1967,"小学","12000","12000","群众",140,"否",0,165,110,"农业户口",0,"28000",1,"同居",1987,"小学","没有受过任何教育",20,0
"内蒙古自治区","女",1967,"初中","46000","20000","共产党员",560,"否",0,158,140,"农业户口",60,"46000",1,"初婚有配偶",1989,"没有受过任何教育","没有受过任何教育",22,0
"内蒙古自治区","女",1937,"没有受过任何教育","0","0","群众",120,"否",0,142,74,"农业户口",0,"0",1,"丧偶",1950,"没有受过任何教育","没有受过任何教育",13,0
"内蒙古自治区","女",1973,"小学","10000","10000","群众",120,"否",0,155,110,"农业户口",56,"50000",1,"初婚有配偶",1993,"没有受过任何教育","没有受过任何教育",20,0
